fixture,method,event_index,kind,alpha,source
retriangulated_surface/b,HEAT,2,FREEZE,1.808538181475305,PL_LABELED_FIELD
retriangulated_surface/b,HEAT,3,FREEZE,1.9079253977311652,PL_LABELED_FIELD
retriangulated_surface/b,HEAT,4,FREEZE,1.9079253978257038,PL_LABELED_FIELD
retriangulated_surface/b,HEAT,5,FREEZE,1.9613393095145113,PL_LABELED_FIELD
retriangulated_surface/b,HEAT,6,FREEZE,1.9613393103123928,PL_LABELED_FIELD
retriangulated_surface/b,FMM,0,BOUNDARY,0.25476100472732377,PL_LABELED_FIELD
retriangulated_surface/b,FMM,1,FREEZE,2.038088037818592,PL_LABELED_FIELD
retriangulated_surface/b,FMM,2,FREEZE,2.038088037818592,PL_LABELED_FIELD
retriangulated_surface/b,MMP_EXACT,0,BOUNDARY,0.25476100472732377,PL_LABELED_FIELD
retriangulated_surface/b,MMP_EXACT,1,FREEZE,2.038088037818592,PL_LABELED_FIELD
retriangulated_surface/b,MMP_EXACT,2,FREEZE,2.038088037818592,PL_LABELED_FIELD
fold_near_smooth,CURRENT_RAIL_CHART,0,BOUNDARY,0.24999999999999994,PL_LABELED_FIELD
fold_near_smooth,CURRENT_RAIL_CHART,1,FREEZE,2.0,PL_LABELED_FIELD
fold_near_smooth,CURRENT_RAIL_CHART,2,FREEZE,2.0,PL_LABELED_FIELD
fold_near_smooth,CURRENT_RAIL_CHART,0,ALPHA,2.1,CURRENT_RAIL_NATIVE
fold_near_smooth,CURRENT_RAIL_CHART,1,ALPHA,2.1,CURRENT_RAIL_NATIVE
fold_near_smooth,CURRENT_RAIL_CHART,2,DAM,0.25,CURRENT_RAIL_NATIVE
fold_near_smooth,CURRENT_RAIL_CHART,3,ALPHA,2.1,CURRENT_RAIL_NATIVE
fold_near_smooth,CURRENT_RAIL_CHART,4,ALPHA,2.1,CURRENT_RAIL_NATIVE
fold_near_smooth,HEAT,0,BOUNDARY,0.20258736023390744,PL_LABELED_FIELD
fold_near_smooth,HEAT,1,FREEZE,1.795596863991149,PL_LABELED_FIELD
fold_near_smooth,HEAT,2,FREEZE,1.800195690069565,PL_LABELED_FIELD
fold_near_smooth,HEAT,3,FREEZE,1.8552477183187708,PL_LABELED_FIELD
fold_near_smooth,HEAT,4,FREEZE,1.8568561779906472,PL_LABELED_FIELD
fold_near_smooth,HEAT,5,FREEZE,1.8574061619141353,PL_LABELED_FIELD
fold_near_smooth,HEAT,6,FREEZE,1.8674104360618706,PL_LABELED_FIELD
fold_near_smooth,HEAT,7,FREEZE,1.8740653469388244,PL_LABELED_FIELD
fold_near_smooth,HEAT,8,FREEZE,1.879108032926064,PL_LABELED_FIELD
fold_near_smooth,HEAT,9,FREEZE,1.898746458125343,PL_LABELED_FIELD
fold_near_smooth,HEAT,10,FREEZE,1.9002658137173167,PL_LABELED_FIELD
fold_near_smooth,HEAT,11,FREEZE,1.9135755567998805,PL_LABELED_FIELD
fold_near_smooth,HEAT,12,FREEZE,1.9236503275111299,PL_LABELED_FIELD
fold_near_smooth,HEAT,13,FREEZE,1.9273923355407085,PL_LABELED_FIELD
fold_near_smooth,FMM,0,BOUNDARY,0.25,PL_LABELED_FIELD
fold_near_smooth,FMM,1,FREEZE,2.0,PL_LABELED_FIELD
fold_near_smooth,FMM,2,FREEZE,2.0,PL_LABELED_FIELD
fold_near_smooth,MMP_EXACT,0,BOUNDARY,0.24999999999999997,PL_LABELED_FIELD
fold_near_smooth,MMP_EXACT,1,FREEZE,1.9999999999999996,PL_LABELED_FIELD
fold_near_smooth,MMP_EXACT,2,FREEZE,2.0,PL_LABELED_FIELD
